,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,time,weekday
1,2015/2/2 14:19,23.7,26.272,585.2,749.2,0.004764163,1,14,1
2,2015/2/2 14:19,23.718000000000004,26.29,578.4,760.4,0.004772661,1,14,1
3,2015/2/2 14:21,23.73,26.23,572.6666667000002,769.6666667000003,0.004765153,1,14,1
4,2015/2/2 14:22,23.7225,26.125,493.75,774.75,0.004743773,1,14,1
5,2015/2/2 14:23,23.754,26.2,488.6,779.0,0.004766594,1,14,1
6,2015/2/2 14:23,23.76,26.26,568.6666667000002,790.0,0.004779332,1,14,1
7,2015/2/2 14:25,23.73,26.29,536.3333333,798.0,0.004776135999999999,1,14,1
8,2015/2/2 14:25,23.754,26.29,509.0,797.0,0.004783094,1,14,1
9,2015/2/2 14:26,23.754,26.35,476.0,803.2,0.0047940940000000005,1,14,1
10,2015/2/2 14:28,23.736,26.39,510.0,809.0,0.004796189,1,14,1
11,2015/2/2 14:29,23.745,26.445,481.5,815.25,0.004808886,1,14,1
12,2015/2/2 14:30,23.7,26.56,481.8,824.0,0.004816793,1,14,1
13,2015/2/2 14:31,23.7,26.6,475.25,832.0,0.004824104,1,14,1
14,2015/2/2 14:31,23.7,26.7,469.0,845.3333332999997,0.004842381,1,14,1
15,2015/2/2 14:32,23.7,26.774,464.0,852.4,0.004855906,1,14,1
16,2015/2/2 14:34,23.7,26.89,464.0,861.0,0.00487711,1,14,1
17,2015/2/2 14:35,23.7,26.9725,455.0,880.0,0.004892191,1,14,1
18,2015/2/2 14:36,23.6,26.89,454.0,891.0,0.004847594,1,14,1
19,2015/2/2 14:37,23.64,26.976,458.0,897.6,0.004875045,1,14,1
20,2015/2/2 14:38,23.65,27.05,464.0,900.5,0.004891492,1,14,1
21,2015/2/2 14:38,23.64,27.1,473.0,908.8,0.00489763,1,14,1
22,2015/2/2 14:39,23.6,27.16,464.0,918.0,0.0048966520000000005,1,14,1
23,2015/2/2 14:41,23.6,27.236,498.4,925.2,0.004910462,1,14,1
24,2015/2/2 14:42,23.6,27.29,530.2,929.4,0.004920275,1,14,1
25,2015/2/2 14:43,23.6,27.33,533.6,936.4,0.004927544,1,14,1
26,2015/2/2 14:44,23.6,27.34,524.25,950.0,0.004929361,1,14,1
27,2015/2/2 14:44,23.625,27.3925,498.66666669999995,961.0,0.0049464059999999995,1,14,1
28,2015/2/2 14:45,23.6,27.39,516.3333333,963.0,0.004938448,1,14,1
29,2015/2/2 14:47,23.6,27.412,501.2,958.6,0.004942446,1,14,1
30,2015/2/2 14:48,23.6,27.5,522.0,965.3333332999997,0.004958439,1,14,1
31,2015/2/2 14:49,23.6,27.525,520.5,979.25,0.004962982,1,14,1
32,2015/2/2 14:50,23.6,27.6,505.2857143,978.4285714,0.004976614,1,14,1
33,2015/2/2 14:51,23.6,27.6,488.33333330000005,983.0,0.004976614,1,14,1
34,2015/2/2 14:51,23.6,27.54,512.0,992.6,0.0049657090000000004,1,14,1
35,2015/2/2 14:53,23.6,27.6,511.0,997.2,0.004976614,1,14,1
36,2015/2/2 14:54,23.61666667,27.63333333,501.5,999.5,0.0049877179999999995,1,14,1
37,2015/2/2 14:55,23.66666667,27.7,503.66666669999995,1001.0,0.0050150509999999995,1,14,1
38,2015/2/2 14:55,23.6,27.7,483.16666669999995,1009.5,0.00499479,1,14,1
39,2015/2/2 14:57,23.6,27.7225,483.5,1019.0,0.004998879,1,14,1
40,2015/2/2 14:57,23.6,27.79,473.0,1021.0,0.005011149,1,14,1
41,2015/2/2 14:58,23.6,27.85666667,470.33333330000005,1024.666667,0.005023268,1,14,1
42,2015/2/2 15:00,23.6,27.80428571,480.14285710000007,1030.4285710000001,0.0050137459999999995,1,15,1
43,2015/2/2 15:01,23.575,27.79,464.0,1026.25,0.005003545,1,15,1
44,2015/2/2 15:02,23.54,27.81,474.4,1028.0,0.004996538,1,15,1
45,2015/2/2 15:03,23.6,27.978,470.0,1034.8,0.005045325,1,15,1
46,2015/2/2 15:04,23.525,28.0,454.0,1055.5,0.005026367,1,15,1
47,2015/2/2 15:04,23.5,27.978,454.0,1055.25,0.00501476,1,15,1
48,2015/2/2 15:06,23.5,28.0,454.0,1050.0,0.005018735,1,15,1
49,2015/2/2 15:07,23.5,28.0,454.0,1051.25,0.005018735,1,15,1
50,2015/2/2 15:08,23.5,28.0,445.0,1053.6,0.005018735,1,15,1
51,2015/2/2 15:08,23.5,28.0,439.0,1055.5,0.005018735,1,15,1
52,2015/2/2 15:10,23.5,28.025,444.25,1055.0,0.005023252,1,15,1
53,2015/2/2 15:10,23.445,28.125,454.75,1059.5,0.005024491,1,15,1
54,2015/2/2 15:11,23.39,28.18,455.8,1060.0,0.0050175820000000005,1,15,1
55,2015/2/2 15:13,23.39,28.2,451.6,1073.6,0.005021172,1,15,1
56,2015/2/2 15:14,23.39,28.2,451.6,1078.6,0.005021172,1,15,1
57,2015/2/2 15:15,23.39,28.2,454.75,1081.0,0.005021172,1,15,1
58,2015/2/2 15:16,23.39,28.2225,454.75,1082.0,0.005025211,1,15,1
59,2015/2/2 15:16,23.39,28.37333333,457.5,1088.833333,0.005052286,1,15,1
60,2015/2/2 15:17,23.37,28.39,464.0,1090.6,0.00504913,1,15,1
61,2015/2/2 15:19,23.39,28.32333333,464.0,1086.0,0.00504331,1,15,1
62,2015/2/2 15:20,23.37333333,28.445,464.0,1092.5,0.005060017,1,15,1
63,2015/2/2 15:21,23.39,28.5,471.5,1103.75,0.005075025,1,15,1
64,2015/2/2 15:22,23.32333333,28.5,475.66666669999995,1104.5,0.005054476,1,15,1
65,2015/2/2 15:23,23.365,28.5,471.5,1103.5,0.00506731,1,15,1
66,2015/2/2 15:23,23.29,28.5,467.75,1112.0,0.005044229,1,15,1
67,2015/2/2 15:24,23.30666667,28.53333333,466.5,1105.666667,0.005055304,1,15,1
68,2015/2/2 15:26,23.29,28.7,464.0,1104.0,0.005079915999999999,1,15,1
69,2015/2/2 15:27,23.29,28.7,467.0,1117.2,0.005079915999999999,1,15,1
70,2015/2/2 15:28,23.29,28.675,467.75,1121.25,0.005075455,1,15,1
71,2015/2/2 15:29,23.29,28.61666667,466.5,1115.666667,0.005065046,1,15,1
72,2015/2/2 15:29,23.29,28.66,459.0,1120.0,0.005072779,1,15,1
73,2015/2/2 15:30,23.29,28.55,464.0,1123.75,0.005053151,1,15,1
74,2015/2/2 15:32,23.29,28.6,470.0,1116.0,0.005062072,1,15,1
75,2015/2/2 15:33,23.272,28.6,464.0,1126.8,0.005056527,1,15,1
76,2015/2/2 15:34,23.2,28.4175,464.0,1112.75,0.005002016,1,15,1
77,2015/2/2 15:35,23.23,28.5,449.0,1104.5,0.005025831,1,15,1
78,2015/2/2 15:36,23.29,28.5,464.0,1108.0,0.005044229,1,15,1
79,2015/2/2 15:36,23.215,28.63333333,462.33333330000005,1127.833333,0.005044923,1,15,1
80,2015/2/2 15:38,23.2,28.6,469.0,1128.75,0.005034399,1,15,1
81,2015/2/2 15:39,23.2,28.65,469.0,1124.25,0.005043272,1,15,1
82,2015/2/2 15:40,23.2,28.62,469.0,1130.4,0.0050379479999999996,1,15,1
83,2015/2/2 15:40,23.2,28.7,464.0,1138.0,0.005052145,1,15,1
84,2015/2/2 15:42,23.2,28.7,456.5,1144.0,0.005052145,1,15,1
85,2015/2/2 15:42,23.2,28.718000000000004,457.0,1140.0,0.005055339,1,15,1
86,2015/2/2 15:43,23.2,28.79,450.25,1139.25,0.0050681170000000005,1,15,1
87,2015/2/2 15:45,23.2,28.79,446.0,1167.333333,0.0050681170000000005,1,15,1
88,2015/2/2 15:46,23.14,28.79,451.6,1159.6,0.005049618,1,15,1
89,2015/2/2 15:47,23.15,28.89,454.75,1157.75,0.005070391,1,15,1
90,2015/2/2 15:48,23.15,28.89,448.0,1159.5,0.005070391,1,15,1
91,2015/2/2 15:49,23.18,28.83,444.0,1156.4,0.005069034,1,15,1
92,2015/2/2 15:49,23.11666667,28.945,444.0,1160.0,0.005069809000000001,1,15,1
93,2015/2/2 15:51,23.14,28.956,444.0,1169.8,0.005078972,1,15,1
94,2015/2/2 15:52,23.1,29.0,444.0,1176.166667,0.005074362,1,15,1
95,2015/2/2 15:53,23.1,29.075,444.0,1175.25,0.005087593,1,15,1
96,2015/2/2 15:53,23.1,28.91800000000001,444.0,1166.6,0.005059897,1,15,1
97,2015/2/2 15:55,23.1,27.925,444.0,1140.25,0.0048847840000000005,1,15,1
98,2015/2/2 15:55,23.06,27.772,444.0,1089.2,0.004845979,1,15,1
99,2015/2/2 15:56,23.02,27.555999999999997,435.0,1042.6,0.0047962840000000005,1,15,1
100,2015/2/2 15:58,23.01,27.81883333,432.0,1051.1,0.004839435,1,15,1
101,2015/2/2 15:59,23.0,28.08166667,429.0,1059.6,0.004882538,1,15,1
