,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,time,weekday
1,2015/2/4 17:51,23.18,27.272,426.0,721.25,0.004792988,1,17,3
2,2015/2/4 17:51,23.15,27.2675,429.5,714.0,0.004783440999999999,1,17,3
3,2015/2/4 17:53,23.15,27.245,426.0,713.5,0.004779464000000001,1,17,3
4,2015/2/4 17:54,23.15,27.2,426.0,708.25,0.004771509,1,17,3
5,2015/2/4 17:55,23.1,27.2,426.0,704.5,0.004756993,1,17,3
6,2015/2/4 17:55,23.1,27.2,419.0,701.0,0.004756993,1,17,3
7,2015/2/4 17:57,23.1,27.2,419.0,701.6666667000001,0.004756993,1,17,3
8,2015/2/4 17:57,23.1,27.2,419.0,699.0,0.004756993,1,17,3
9,2015/2/4 17:58,23.1,27.2,419.0,689.3333332999999,0.004756993,1,17,3
10,2015/2/4 18:00,23.075,27.175,419.0,688.0,0.004745351,1,18,3
11,2015/2/4 18:01,23.075,27.15,419.0,690.25,0.0047409520000000005,1,18,3
12,2015/2/4 18:02,23.1,27.1,419.0,691.0,0.004739371,1,18,3
13,2015/2/4 18:03,23.1,27.16666667,419.0,683.5,0.004751119,1,18,3
14,2015/2/4 18:04,23.05,27.15,419.0,687.5,0.004733732,1,18,3
15,2015/2/4 18:04,23.0,27.125,419.0,686.0,0.004714942,1,18,3
16,2015/2/4 18:06,23.0,27.125,418.5,680.5,0.004714942,1,18,3
17,2015/2/4 18:07,23.0,27.2,0.0,681.5,0.004728078,0,18,3
18,2015/2/4 18:08,22.945,27.29,0.0,685.0,0.004727950999999999,0,18,3
19,2015/2/4 18:08,22.945,27.39,0.0,685.0,0.004745408,0,18,3
20,2015/2/4 18:10,22.89,27.39,0.0,689.0,0.004729506,0,18,3
21,2015/2/4 18:10,22.89,27.39,0.0,689.5,0.004729506,0,18,3
22,2015/2/4 18:11,22.89,27.39,0.0,689.0,0.004729506,0,18,3
23,2015/2/4 18:13,22.89,27.445,0.0,691.0,0.004739076,0,18,3
24,2015/2/4 18:14,22.89,27.5,0.0,688.0,0.004748645,0,18,3
25,2015/2/4 18:15,22.89,27.5,0.0,689.5,0.004748645,0,18,3
26,2015/2/4 18:16,22.79,27.445,0.0,689.0,0.004710224,0,18,3
27,2015/2/4 18:16,22.79,27.5,0.0,685.6666667000001,0.004719735,0,18,3
28,2015/2/4 18:17,22.79,27.5,0.0,687.0,0.004719735,0,18,3
29,2015/2/4 18:19,22.79,27.5,0.0,688.0,0.004719735,0,18,3
30,2015/2/4 18:20,22.745,27.5,0.0,670.0,0.004706776,0,18,3
31,2015/2/4 18:21,22.7,27.46333333,0.0,668.6666667000001,0.004687543,0,18,3
32,2015/2/4 18:22,22.7,27.5,0.0,670.0,0.004693849,0,18,3
33,2015/2/4 18:23,22.7,27.5,0.0,667.0,0.004693849,0,18,3
34,2015/2/4 18:23,22.66666667,27.42666667,0.0,664.5,0.004671708,0,18,3
35,2015/2/4 18:24,22.7,27.6,0.0,670.0,0.004711047,0,18,3
36,2015/2/4 18:26,22.6,27.42666667,0.0,670.3333332999999,0.004652699000000001,0,18,3
37,2015/2/4 18:27,22.6,27.39,0.0,672.0,0.004646433,0,18,3
38,2015/2/4 18:28,22.6,27.35666667,0.0,658.0,0.0046407359999999995,0,18,3
39,2015/2/4 18:29,22.6,27.445,0.0,660.5,0.004655833,0,18,3
40,2015/2/4 18:29,22.6,27.42666667,0.0,658.0,0.004652699000000001,0,18,3
41,2015/2/4 18:30,22.6,27.445,0.0,655.0,0.004655833,0,18,3
42,2015/2/4 18:32,22.6,27.445,0.0,654.25,0.004655833,0,18,3
43,2015/2/4 18:33,22.6,27.39,0.0,648.0,0.004646433,0,18,3
44,2015/2/4 18:34,22.5,27.32333333,0.0,648.6666667000001,0.004606763,0,18,3
45,2015/2/4 18:35,22.5,27.445,0.0,646.0,0.004627429000000001,0,18,3
46,2015/2/4 18:36,22.5,27.5,0.0,646.0,0.004636772,0,18,3
47,2015/2/4 18:36,22.5,27.445,0.0,641.5,0.004627429000000001,0,18,3
48,2015/2/4 18:38,22.39,27.29,0.0,639.0,0.004570212,0,18,3
49,2015/2/4 18:39,22.5,27.5,0.0,640.0,0.004636772,0,18,3
50,2015/2/4 18:40,22.39,27.34,0.0,630.5,0.004578647,0,18,3
51,2015/2/4 18:40,22.39,27.35666667,0.0,629.3333332999999,0.004581459,0,18,3
52,2015/2/4 18:42,22.39,27.5,0.0,632.0,0.004605641,0,18,3
53,2015/2/4 18:42,22.39,27.5,0.0,636.5,0.004605641,0,18,3
54,2015/2/4 18:43,22.39,27.5,0.0,627.5,0.004605641,0,18,3
55,2015/2/4 18:45,22.39,27.39,0.0,626.0,0.004587082,0,18,3
56,2015/2/4 18:46,22.39,27.5,0.0,625.5,0.004605641,0,18,3
57,2015/2/4 18:47,22.34,27.39,0.0,623.5,0.00457305,0,18,3
58,2015/2/4 18:48,22.39,27.46333333,0.0,624.6666667000001,0.004599455,0,18,3
59,2015/2/4 18:49,22.39,27.39,0.0,622.0,0.004587082,0,18,3
60,2015/2/4 18:49,22.29,27.39,0.0,621.0,0.004559056,0,18,3
61,2015/2/4 18:51,22.34,27.39,0.0,626.5,0.00457305,0,18,3
62,2015/2/4 18:52,22.29,27.39,0.0,622.0,0.004559056,0,18,3
63,2015/2/4 18:53,22.39,27.39,0.0,620.0,0.004587082,0,18,3
64,2015/2/4 18:53,22.29,27.39,0.0,621.5,0.004559056,0,18,3
65,2015/2/4 18:55,22.29,27.35666667,0.0,616.3333332999999,0.004553467,0,18,3
66,2015/2/4 18:55,22.29,27.34,0.0,609.0,0.004550673,0,18,3
67,2015/2/4 18:56,22.29,27.39,0.0,614.0,0.004559056,0,18,3
68,2015/2/4 18:58,22.29,27.34,0.0,613.5,0.004550673,0,18,3
69,2015/2/4 18:59,22.29,27.34,0.0,611.0,0.004550673,0,18,3
70,2015/2/4 19:00,22.29,27.39,0.0,612.0,0.004559056,0,19,3
71,2015/2/4 19:01,22.29,27.29,0.0,608.0,0.00454229,0,19,3
72,2015/2/4 19:01,22.29,27.29,0.0,605.5,0.00454229,0,19,3
73,2015/2/4 19:02,22.2675,27.315,0.0,608.5,0.004540214,0,19,3
74,2015/2/4 19:04,22.2,27.29,0.0,608.5,0.0045172879999999995,0,19,3
75,2015/2/4 19:05,22.245,27.29,0.0,602.5,0.004529774,0,19,3
76,2015/2/4 19:06,22.2,27.29,0.0,598.0,0.0045172879999999995,0,19,3
77,2015/2/4 19:07,22.2,27.29,0.0,595.0,0.0045172879999999995,0,19,3
78,2015/2/4 19:08,22.2,27.29,0.0,591.0,0.0045172879999999995,0,19,3
79,2015/2/4 19:08,22.245,27.245,0.0,591.0,0.00452225,0,19,3
80,2015/2/4 19:09,22.2,27.2,0.0,595.0,0.004502283,0,19,3
81,2015/2/4 19:11,22.2,27.29,0.0,594.3333332999999,0.0045172879999999995,0,19,3
82,2015/2/4 19:12,22.2,27.29,0.0,593.5,0.0045172879999999995,0,19,3
83,2015/2/4 19:13,22.2,27.29,0.0,592.0,0.0045172879999999995,0,19,3
84,2015/2/4 19:14,22.15,27.245,0.0,586.5,0.004495971,0,19,3
85,2015/2/4 19:14,22.2,27.2,0.0,586.0,0.004502283,0,19,3
86,2015/2/4 19:15,22.15,27.245,0.0,586.0,0.004495971,0,19,3
87,2015/2/4 19:17,22.2,27.245,0.0,584.5,0.004509785,0,19,3
88,2015/2/4 19:18,22.1,27.245,0.0,584.5,0.004482195,0,19,3
89,2015/2/4 19:19,22.1,27.2,0.0,585.5,0.004474738,0,19,3
90,2015/2/4 19:20,22.13333333,27.2,0.0,584.6666667000001,0.004483903,0,19,3
